Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
GCA_046674445.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	48666	311.60782419705384	4630284	0.48	4141	206	126428	None
GCA_046674885.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	49530	311.8177894989211	4663781	0.48	4171	202	125994	None
GCA_046674945.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	49244	311.712916367122	4665206	0.48	4173	205	126117	None
GCA_046675865.1	100.0	0.18	Neural Network (Specific Model)	11	0.836	54773	311.52647975077883	4658822	0.48	4173	188	137406	None
GCA_046676325.1	100.0	0.28	Neural Network (Specific Model)	11	0.835	59229	311.38538922155686	4659887	0.48	4175	199	137263	None
GCA_046678525.1	100.0	0.33	Neural Network (Specific Model)	11	0.835	56994	312.0372430471584	4626698	0.48	4135	191	168187	None
GCA_046678905.1	100.0	0.25	Neural Network (Specific Model)	11	0.836	51696	310.439336492891	4691846	0.48	4220	206	126076	None
GCA_046679585.1	100.0	0.23	Neural Network (Specific Model)	11	0.835	49160	309.7916766899206	4619391	0.48	4157	201	126117	None
GCA_046680545.1	100.0	0.33	Neural Network (Specific Model)	11	0.835	58067	311.7504228074414	4627058	0.48	4139	192	168187	None
GCA_046682205.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	46891	309.71860960037833	4695273	0.47	4229	219	126080	None
GCA_046682465.1	100.0	0.23	Neural Network (Specific Model)	11	0.836	49160	311.44394512772	4717929	0.48	4228	200	126013	None
GCA_046682885.1	100.0	0.25	Neural Network (Specific Model)	11	0.836	47081	309.86349656967116	4694745	0.47	4227	216	126228	None
GCA_046683105.1	100.0	0.19	Neural Network (Specific Model)	11	0.833	39424	307.2076885880077	4566943	0.47	4136	244	107366	None
GCA_046684245.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	46891	310.6268835206888	4655940	0.48	4181	217	126218	None
GCA_046686005.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	49244	312.2170767004342	4640593	0.48	4146	195	126118	None
GCA_046686765.1	100.0	0.24	Neural Network (Specific Model)	11	0.835	49168	310.18263971462545	4675734	0.48	4205	214	126111	None
GCA_046687345.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	48665	311.9729075955491	4628518	0.48	4134	208	119121	None
GCA_046687605.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	48929	311.68059917854555	4628725	0.48	4139	202	126255	None
GCA_046688515.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	48928	312.0159651669086	4628821	0.48	4134	200	126255	None
GCA_046688805.1	100.0	0.22	Neural Network (Specific Model)	11	0.836	51021	311.5603818615752	4677062	0.48	4190	195	126111	None
GCA_046689705.1	100.0	0.22	Neural Network (Specific Model)	11	0.836	51164	310.54941929367146	4692253	0.48	4219	203	126079	None
GCA_046692015.1	100.0	0.2	Neural Network (Specific Model)	11	0.834	41549	308.96351416226594	4622274	0.48	4166	240	107072	None
GCA_046693315.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	46891	310.739650634123	4655226	0.48	4179	219	126214	None
GCA_046693485.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	48666	311.8547607539874	4630971	0.48	4138	205	107228	None
GCA_046693605.1	100.0	0.22	Neural Network (Specific Model)	11	0.835	48769	312.0841799709724	4629782	0.48	4134	199	126255	None
GCA_046697445.1	100.0	0.35	Neural Network (Specific Model)	11	0.836	46851	312.01501937984494	4611786	0.48	4128	210	119876	None
GCA_047437595.1	100.0	0.75	Neural Network (Specific Model)	11	0.865	166601	314.5657315093902	4698221	0.47	4313	65	615167	None
GCA_047625795.1	100.0	4.2	Neural Network (Specific Model)	11	0.866	201897	311.10503377642186	4940282	0.47	4589	56	378594	None
GCA_047864805.1	100.0	0.95	Neural Network (Specific Model)	11	0.869	251100	310.4563612679114	4927969	0.47	4606	55	498669	None
GCA_048034475.1	100.0	4.33	Neural Network (Specific Model)	11	0.867	273841	316.89416798018465	4860973	0.47	4441	36	1220085	None
GCA_049222585.1	100.0	0.54	Neural Network (Specific Model)	11	0.869	302000	316.42541436464086	4937160	0.47	4525	37	883685	None
GCA_049263375.1	100.0	1.11	Neural Network (Specific Model)	11	0.867	162592	311.7299238302503	4946517	0.47	4595	91	443429	None
GCA_049716975.1	100.0	1.18	Neural Network (Specific Model)	11	0.866	245541	316.1900411146642	4789991	0.47	4378	52	643322	None
GCA_049747695.1	100.0	0.63	Neural Network (Specific Model)	11	0.854	73646	311.36725876140184	4550548	0.47	4166	119	262755	None
GCA_049755695.1	100.0	0.81	Neural Network (Specific Model)	11	0.85	63468	292.1894396551724	4772708	0.47	4640	153	259429	None
GCA_049756135.1	100.0	0.44	Neural Network (Specific Model)	11	0.869	212569	309.9053137983818	4887349	0.47	4573	60	800127	None
GCA_049756295.1	100.0	2.46	Neural Network (Specific Model)	11	0.87	245788	311.74957007738607	4992792	0.47	4652	62	728776	None
GCA_049756455.1	100.0	1.79	Neural Network (Specific Model)	11	0.852	61450	312.7406519654842	4589527	0.47	4172	154	235359	None
GCA_049758315.1	100.0	1.51	Neural Network (Specific Model)	11	0.868	207144	309.75182795698925	4969054	0.47	4650	63	379149	None
GCA_049759515.1	100.0	1.82	Neural Network (Specific Model)	11	0.865	228710	314.19438922023414	4923537	0.47	4527	38	693312	None
GCA_049760695.1	100.0	3.18	Neural Network (Specific Model)	11	0.852	72463	309.4858029109998	4561276	0.47	4191	110	219617	None
GCA_049760975.1	100.0	3.43	Neural Network (Specific Model)	11	0.869	209704	309.0868817204301	4956587	0.47	4650	60	460121	None
GCA_049761875.1	100.0	3.36	Neural Network (Specific Model)	11	0.868	571801	312.6248934356351	5059022	0.47	4692	51	1237978	None
GCA_049762475.1	100.0	2.11	Neural Network (Specific Model)	11	0.854	37195	311.3346126169345	4552112	0.47	4169	254	155808	None
GCA_049763615.1	100.0	0.93	Neural Network (Specific Model)	11	0.852	61108	313.1107878787879	4539063	0.47	4125	157	220114	None
GCA_049763835.1	100.0	0.59	Neural Network (Specific Model)	11	0.87	119897	312.25329167596516	4818033	0.47	4481	94	410556	None
GCA_049764475.1	100.0	0.77	Neural Network (Specific Model)	11	0.852	72463	309.0388255277845	4477135	0.47	4121	119	219617	None
GCA_049766215.1	100.0	0.46	Neural Network (Specific Model)	11	0.869	138369	312.21587233124865	4987438	0.47	4637	90	460361	None
GCA_049766575.1	100.0	3.38	Neural Network (Specific Model)	11	0.867	306810	318.2714189341129	4890801	0.47	4447	47	1227824	None
GCA_049766735.1	100.0	3.22	Neural Network (Specific Model)	11	0.866	237562	318.8477653631285	4735991	0.47	4296	50	828196	None
GCA_050221235.1	100.0	3.54	Neural Network (Specific Model)	11	0.868	242128	311.5606123293339	5197961	0.47	4834	62	598224	None
GCA_050315915.1	100.0	2.33	Neural Network (Specific Model)	11	0.868	244815	320.7388640113127	4695974	0.47	4243	40	582583	None
GCA_050439505.1	100.0	1.9	Neural Network (Specific Model)	11	0.852	71315	312.54915590863953	4425899	0.47	4028	103	195412	None
GCA_050440305.1	100.0	2.2	Neural Network (Specific Model)	11	0.856	124026	317.31832718327183	4515542	0.47	4065	82	361243	None
GCA_050469845.1	100.0	2.72	Neural Network (Specific Model)	11	0.851	97317	313.67650587952966	4602078	0.47	4167	102	229604	None
GCA_050634285.1	100.0	2.38	Neural Network (Specific Model)	11	0.866	215898	315.6287948482061	4747370	0.47	4348	58	538838	None
GCA_050634325.1	100.0	0.85	Neural Network (Specific Model)	11	0.868	159279	313.67115298340065	4823328	0.47	4458	67	437568	None
GCA_050742135.1	100.0	1.26	Neural Network (Specific Model)	11	0.864	248140	318.07813603200754	4684092	0.47	4249	49	486930	None
GCA_050823125.1	100.0	2.32	Neural Network (Specific Model)	11	0.864	167273	318.04257288292456	4766664	0.47	4322	74	533769	None
GCA_051141315.1	100.0	0.79	Neural Network (Specific Model)	11	0.865	143872	314.19933110367896	4878826	0.47	4485	79	336253	None
GCA_051145785.1	100.0	0.41	Neural Network (Specific Model)	11	0.868	125524	315.1197247706422	4742211	0.47	4360	90	245225	None
GCA_051364535.1	100.0	1.72	Neural Network (Specific Model)	11	0.866	174644	311.1404162102957	4915492	0.47	4565	55	394454	None
GCA_051797785.1	100.0	0.28	Neural Network (Specific Model)	11	0.868	121909	308.1067608044502	4966788	0.47	4674	160	280966	None
GCA_052084195.1	100.0	7.6	Neural Network (Specific Model)	11	0.867	498527	316.88032638259295	4832680	0.47	4412	32	847897	None
GCA_052710465.1	100.0	0.48	Neural Network (Specific Model)	11	0.852	107623	312.0747279322854	4536196	0.47	4135	102	297623	None
GCA_053039745.1	100.0	4.17	Neural Network (Specific Model)	11	0.866	346404	314.092050209205	4935249	0.47	4541	44	750786	None
GCA_053898465.1	100.0	2.36	Neural Network (Specific Model)	11	0.869	566950	309.45596075922373	5002302	0.47	4689	35	866052	None
GCA_054119935.1	100.0	0.23	Neural Network (Specific Model)	11	0.866	270827	314.99346846846845	4836099	0.47	4440	45	853941	None
GCA_054257395.1	100.0	1.88	Neural Network (Specific Model)	11	0.853	55163	309.6267674305217	4459626	0.47	4102	158	215337	None
GCA_054745005.1	100.0	2.53	Neural Network (Specific Model)	11	0.852	70533	306.835122882367	4520508	0.47	4191	157	218312	None
GCA_054745465.1	100.0	0.93	Neural Network (Specific Model)	11	0.853	71648	310.155500618047	4407218	0.47	4045	107	218384	None
GCA_054748065.1	100.0	1.3	Neural Network (Specific Model)	11	0.853	71589	309.51413123617596	4421477	0.47	4069	138	218300	None
GCA_054748305.1	100.0	0.25	Neural Network (Specific Model)	11	0.852	121899	312.06260534553337	4554506	0.47	4153	95	345912	None
GCA_054847425.1	100.0	0.21	Neural Network (Specific Model)	11	0.854	59092	310.9510739856802	4567598	0.47	4190	174	151172	None
GCA_055056265.1	100.0	2.14	Neural Network (Specific Model)	11	0.866	385046	313.9025	4775805	0.47	4400	51	873980	None
GCA_055430085.1	100.0	0.22	Neural Network (Specific Model)	11	0.855	60167	312.07556735876386	4529473	0.47	4142	152	153994	None
GCA_055796295.1	100.0	1.64	Neural Network (Specific Model)	11	0.866	285612	315.46311475409834	4790498	0.47	4392	29	721141	None
GCA_055982365.1	100.0	2.05	Neural Network (Specific Model)	11	0.865	224197	314.89504905315994	4777123	0.47	4383	57	446029	None
GCA_056226375.1	100.0	0.68	Neural Network (Specific Model)	11	0.867	156934	313.2490048651039	4895094	0.47	4522	95	369965	None
GCA_056226435.1	100.0	2.07	Neural Network (Specific Model)	11	0.866	207706	318.67306791569086	4706488	0.47	4270	55	588286	None
GCA_056408095.1	100.0	0.47	Neural Network (Specific Model)	11	0.863	194618	318.69634757698736	4632963	0.47	4189	47	733641	None
GCA_056419725.1	100.0	0.17	Neural Network (Specific Model)	11	0.867	247007	312.63670661340433	4866009	0.47	4506	42	697784	None
GCA_056456045.1	100.0	0.22	Neural Network (Specific Model)	11	0.855	64577	311.59884420900556	4533236	0.47	4153	136	246384	None
GCA_056746205.1	100.0	0.54	Neural Network (Specific Model)	11	0.867	327683	316.3209681067632	4830310	0.47	4421	48	717232	None
GCA_056788575.1	100.0	0.2	Neural Network (Specific Model)	11	0.869	156028	321.3698826909265	4630068	0.47	4177	56	329586	None
GCA_056789835.1	100.0	0.66	Neural Network (Specific Model)	11	0.867	214902	320.2550445800094	4714768	0.47	4262	67	447488	None
GCA_056880495.1	100.0	0.64	Neural Network (Specific Model)	11	0.866	173186	319.3326276170313	4693464	0.47	4251	76	500184	None
GCA_902169415.1	100.0	0.08	Neural Network (Specific Model)	11	0.854	82451	308.91477809254013	4590178	0.47	4236	132	299347	None
GCA_902169935.1	100.0	0.0	Neural Network (Specific Model)	11	0.865	200932	315.87834380088395	4704045	0.47	4299	55	580325	None
GCA_902170195.1	100.0	0.38	Neural Network (Specific Model)	11	0.858	28081	304.32856450048496	4378849	0.47	4124	385	128201	None
GCA_902171305.1	100.0	0.84	Neural Network (Specific Model)	11	0.841	36293	310.9260928346102	4916318	0.48	4438	276	129993	None
GCA_902171915.1	100.0	0.34	Neural Network (Specific Model)	11	0.834	189115	312.937989857077	4877011	0.47	4338	160	413256	None
GCA_902172575.1	100.0	0.16	Neural Network (Specific Model)	11	0.845	35952	313.63445978105665	4668999	0.48	4202	235	114863	None
GCA_902172745.1	100.0	0.87	Neural Network (Specific Model)	11	0.843	34775	308.9700022386389	4903736	0.47	4467	346	117348	None
GCA_902173215.1	100.0	0.33	Neural Network (Specific Model)	11	0.842	126355	317.57075582764304	4798802	0.48	4247	111	248654	None
GCA_902176135.1	100.0	0.0	Neural Network (Specific Model)	11	0.855	42176	311.71521035598704	4387296	0.47	4017	170	140674	None
GCA_963868665.1	100.0	0.21	Neural Network (Specific Model)	11	0.869	262524	320.20953488372095	4747575	0.47	4300	36	548390	None
GCA_963899755.1	100.0	0.42	Neural Network (Specific Model)	11	0.847	76039	304.7549397590361	4471759	0.47	4150	113	223659	None
GCF_000169655.1	100.0	0.27	Neural Network (Specific Model)	11	0.834	234583	309.83384397831725	4720694	0.48	4243	73	845008	None
GCF_000169675.1	100.0	0.72	Neural Network (Specific Model)	11	0.835	435523	312.35368956743	4841690	0.48	4323	69	903826	None
GCF_000186725.1	100.0	0.21	Neural Network (Specific Model)	11	0.833	4532063	307.4037558685446	4709501	0.48	4260	4	4532063	None
GCF_000325245.1	99.99	1.25	Neural Network (Specific Model)	11	0.844	7265	273.9681431376827	4453871	0.47	4583	1187	30413	None
GCF_000834375.1	100.0	0.14	Neural Network (Specific Model)	11	0.835	4689436	320.4170546434697	4689436	0.48	4081	1	4689436	None
GCF_001150565.1	100.0	0.0	Neural Network (Specific Model)	11	0.85	65858	289.72554523860936	4722666	0.47	4631	169	134064	None
GCF_001219785.1	100.0	0.0	Neural Network (Specific Model)	11	0.857	80010	314.96308225966305	4445087	0.47	4036	129	245982	None
GCF_001220805.1	100.0	0.42	Neural Network (Specific Model)	11	0.842	135756	316.7666354264292	4806612	0.47	4268	84	439726	None
GCF_001319425.1	100.0	0.0	Neural Network (Specific Model)	11	0.856	86802	313.53910272125523	4477156	0.47	4079	102	318316	None
GCF_001319705.1	100.0	0.45	Neural Network (Specific Model)	11	0.84	114859	313.44439400817066	4921823	0.47	4406	91	342152	None
GCF_001972465.1	100.0	0.25	Neural Network (Specific Model)	11	0.835	49674	306.557270315891	4558520	0.48	4147	176	116129	None
GCF_002192845.1	100.0	1.03	Neural Network (Specific Model)	11	0.845	126488	300.1305114638448	4223348	0.49	3969	93	382260	None
GCF_003010855.1	100.0	0.15	Neural Network (Specific Model)	11	0.841	75780	320.51170901843545	4580728	0.48	4014	149	189307	None
GCF_003687435.1	100.0	0.06	Neural Network (Specific Model)	11	0.856	63169	316.29982092606804	4325608	0.47	3909	143	217287	None
GCF_009295965.1	100.0	0.24	Neural Network (Specific Model)	11	0.835	4629837	313.93489461358314	4807288	0.48	4270	4	4629837	None
GCF_009669545.1	100.0	0.28	Neural Network (Specific Model)	11	0.838	50957	311.78705939159823	4614839	0.48	4142	221	132999	None
GCF_009670865.1	100.0	0.2	Neural Network (Specific Model)	11	0.839	42438	312.5094476744186	4606183	0.48	4128	226	119909	None
GCF_015159035.1	100.0	0.22	Neural Network (Specific Model)	11	0.837	51102	312.6037419045335	4660494	0.48	4169	170	119920	None
GCF_017498685.1	100.0	0.01	Neural Network (Specific Model)	11	0.842	3773395	316.6448814343551	3894226	0.48	3458	3	3773395	None
GCF_017498865.1	100.0	0.21	Neural Network (Specific Model)	11	0.839	98153	316.22738780207135	4905780	0.47	4345	172	279290	None
GCF_019238325.1	100.0	0.23	Neural Network (Specific Model)	11	0.835	46661	311.60239520958083	4663665	0.48	4175	171	126255	None
GCF_019238595.1	100.0	1.91	Neural Network (Specific Model)	11	0.835	49013	302.9358740301232	4760286	0.48	4382	170	120279	None
GCF_019425955.1	100.0	0.0	Neural Network (Specific Model)	11	0.864	236309	315.5836216839677	4742227	0.47	4335	71	379075	None
GCF_024498395.1	100.0	0.24	Neural Network (Specific Model)	11	0.833	4647610	313.5812543716484	4834935	0.48	4289	4	4647610	None
GCF_025817135.1	100.0	0.26	Neural Network (Specific Model)	11	0.84	48831	307.10371819960864	4476777	0.47	4088	190	119699	None
GCF_026131345.1	100.0	0.03	Neural Network (Specific Model)	11	0.852	86420	314.520023557126	3756504	0.48	3396	86	206167	None
GCF_030385255.1	100.0	0.26	Neural Network (Specific Model)	11	0.866	70538	312.0551395507148	4754952	0.47	4407	142	176735	None
GCF_039640425.1	100.0	0.95	Neural Network (Specific Model)	11	0.833	4649224	312.3234131597303	4828083	0.48	4301	4	4649224	None
GCF_039703215.1	100.0	0.23	Neural Network (Specific Model)	11	0.834	4649813	310.77175660160736	4857127	0.48	4355	4	4649813	None
GCF_040533095.1	100.0	0.46	Neural Network (Specific Model)	11	0.849	61304	306.2390255668114	4478711	0.47	4146	149	218850	None
GCF_040751005.1	100.0	0.24	Neural Network (Specific Model)	11	0.835	51213	307.084702017832	4693184	0.48	4262	155	123673	None
GCF_044784375.1	100.0	0.14	Neural Network (Specific Model)	11	0.832	4711957	320.01508515815084	4735913	0.47	4110	2	4711957	None
GCF_046028415.1	100.0	0.04	Neural Network (Specific Model)	11	0.853	92576	313.0521991300145	4550533	0.47	4138	128	243749	None
GCF_050254275.1	100.0	0.01	Neural Network (Specific Model)	11	0.865	392195	314.8454706927176	4909839	0.47	4504	28	1411001	None
GCF_050256655.1	100.0	0.01	Neural Network (Specific Model)	11	0.869	379437	314.02635693544784	4848239	0.47	4477	36	848436	None
GCF_051889235.1	100.0	0.04	Neural Network (Specific Model)	11	0.849	103759	308.360255802937	4592631	0.47	4222	119	316117	None
GCF_051895895.1	100.0	0.04	Neural Network (Specific Model)	11	0.85	66059	308.90619805271905	4581904	0.47	4211	155	283186	None
GCF_051896015.1	100.0	0.05	Neural Network (Specific Model)	11	0.849	90995	308.59634984593504	4592844	0.47	4219	125	306911	None
GCF_051897155.1	100.0	0.05	Neural Network (Specific Model)	11	0.85	61799	307.97556925996207	4573557	0.47	4216	182	164956	None
GCF_051897395.1	100.0	0.05	Neural Network (Specific Model)	11	0.85	97749	309.19562633705726	4584845	0.47	4207	133	315275	None
GCF_051898115.1	100.0	0.05	Neural Network (Specific Model)	11	0.849	81978	307.61185920151195	4592548	0.47	4233	141	262024	None
GCF_051898515.1	100.0	0.05	Neural Network (Specific Model)	11	0.85	96973	309.2679505468378	4584565	0.47	4206	129	315376	None
GCF_052374135.1	100.0	0.25	Neural Network (Specific Model)	11	0.833	4529230	313.46586826347306	4705785	0.48	4175	4	4529230	None
GCF_052374155.1	100.0	0.27	Neural Network (Specific Model)	11	0.833	4529301	311.6443016892696	4711297	0.48	4203	4	4529301	None
GCF_052375205.1	100.0	0.14	Neural Network (Specific Model)	11	0.837	4743465	317.2471936389149	4854803	0.48	4276	3	4743465	None
GCF_052375755.1	100.0	0.29	Neural Network (Specific Model)	11	0.833	4529013	311.83694358486076	4711041	0.48	4201	4	4529013	None
GCF_053210695.1	100.0	0.0	Neural Network (Specific Model)	11	0.863	281602	315.9553671055568	4912490	0.47	4481	62	816249	None
GCF_054455275.1	100.0	0.15	Neural Network (Specific Model)	11	0.862	379540	316.324200913242	4814161	0.47	4380	36	817334	None
GCF_054455935.1	100.0	0.01	Neural Network (Specific Model)	11	0.863	359499	316.3411355735805	4736776	0.47	4315	42	770227	None
GCF_054862985.1	100.0	0.4	Neural Network (Specific Model)	11	0.842	216833	320.51647030536185	4744998	0.47	4159	97	631486	None
GCF_055726955.1	100.0	0.0	Neural Network (Specific Model)	11	0.865	228779	313.3211318212441	4832253	0.47	4453	58	690764	None
GCF_902168515.1	99.99	0.0	Neural Network (Specific Model)	11	0.86	85692	311.35617834394907	4253728	0.49	3925	130	257043	None
GCF_902170595.1	100.0	0.0	Neural Network (Specific Model)	11	0.863	116127	313.45016157096694	4378951	0.47	4023	94	392397	None
GCF_902170745.1	100.0	0.31	Neural Network (Specific Model)	11	0.86	220736	317.87419945105216	4838889	0.49	4372	83	656178	None
GCF_902170985.1	100.0	0.13	Neural Network (Specific Model)	11	0.864	174560	324.61568531639386	4606174	0.47	4093	75	481395	None
GCF_902385945.1	100.0	0.09	Neural Network (Specific Model)	11	0.843	4528241	312.38559529642333	4528241	0.47	4082	1	4528241	None
GCF_963887555.1	100.0	0.08	Neural Network (Specific Model)	11	0.863	154678	321.84596813133754	4626674	0.49	4142	55	479455	None
GCA_028830505.1	100.0	2.69	Neural Network (Specific Model)	11	0.86	124110	310.32112416493896	4693518	0.47	4341	85	317518	None
GCA_028831025.1	100.0	2.74	Neural Network (Specific Model)	11	0.852	62197	309.35561433036787	4522088	0.47	4159	147	218245	None
GCA_028832905.1	100.0	2.39	Neural Network (Specific Model)	11	0.853	58518	307.23865546218485	4495144	0.47	4165	180	145818	None
GCA_028833285.1	100.0	3.14	Neural Network (Specific Model)	11	0.871	184513	310.5891959798995	5098955	0.47	4776	78	418176	None
GCA_028834725.1	100.0	2.31	Neural Network (Specific Model)	11	0.867	277110	318.737558685446	4689529	0.47	4260	42	776898	None
GCA_028834945.1	100.0	1.82	Neural Network (Specific Model)	11	0.853	55528	306.9357798165138	4462358	0.47	4142	182	218004	None
GCA_028835465.1	100.0	2.66	Neural Network (Specific Model)	11	0.867	150559	317.51000465332714	4716794	0.47	4298	73	479660	None
GCA_028837805.1	100.0	2.28	Neural Network (Specific Model)	11	0.852	70585	308.83811329698983	4582219	0.47	4219	112	219610	None
GCA_028837885.1	100.0	2.23	Neural Network (Specific Model)	11	0.852	71453	309.2152380952381	4566489	0.47	4200	117	219632	None
GCA_028838865.1	100.0	7.69	Neural Network (Specific Model)	11	0.868	498355	316.46063167259786	4912361	0.47	4496	29	881015	None
GCA_028840745.1	100.0	5.14	Neural Network (Specific Model)	11	0.868	273052	316.622161671208	4809980	0.47	4404	42	664268	None
GCA_028841965.1	100.0	1.69	Neural Network (Specific Model)	11	0.867	267721	317.2272414583811	4782984	0.47	4361	44	549633	None
GCA_028843545.1	100.0	3.44	Neural Network (Specific Model)	11	0.859	243492	311.90269151138716	4727356	0.47	4347	64	835013	None
GCA_028845025.1	100.0	0.65	Neural Network (Specific Model)	11	0.852	116871	312.2867824409069	4553289	0.47	4146	85	299449	None
GCA_028845625.1	100.0	0.92	Neural Network (Specific Model)	11	0.852	56612	313.3982558139535	4548978	0.47	4128	159	183923	None
GCA_028854745.1	100.0	0.16	Neural Network (Specific Model)	11	0.87	166553	311.0317600352889	4856430	0.47	4534	85	408861	None
GCA_028855905.1	100.0	1.13	Neural Network (Specific Model)	11	0.852	57084	309.3798241328774	4453353	0.47	4094	151	146165	None
GCA_028990515.1	100.0	1.96	Neural Network (Specific Model)	11	0.852	62081	308.47855958303717	4576810	0.47	4221	134	219547	None
GCA_028998145.1	100.0	0.41	Neural Network (Specific Model)	11	0.856	123933	313.5484650713077	4538941	0.47	4137	92	321581	None
GCA_028998605.1	100.0	2.44	Neural Network (Specific Model)	11	0.867	159283	308.75063344594594	5054023	0.47	4736	69	343908	None
GCA_030255515.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	42325	310.0138557095079	4658589	0.48	4186	234	107249	None
GCA_030256635.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	42317	310.0575728619207	4659307	0.48	4186	236	107249	None
GCA_030257035.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	41549	310.2660110338211	4645027	0.48	4169	235	107249	None
GCA_030257935.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	39993	310.0246824826264	4646286	0.48	4173	246	107249	None
GCA_030257975.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	42325	309.8794461685366	4661401	0.48	4189	245	107249	None
GCA_030259255.1	100.0	0.22	Neural Network (Specific Model)	11	0.834	44632	311.1047961630695	4657370	0.48	4170	225	124472	None
GCA_030261655.1	100.0	0.21	Neural Network (Specific Model)	11	0.834	39623	308.6105712254089	4675826	0.48	4219	248	107046	None
GCA_030261865.1	100.0	0.21	Neural Network (Specific Model)	11	0.834	39424	309.78731521220794	4667186	0.48	4194	243	107249	None
GCA_032144615.1	100.0	1.57	Neural Network (Specific Model)	11	0.865	160007	315.8773963441819	4906605	0.47	4486	89	442416	None
GCA_032144895.1	100.0	1.99	Neural Network (Specific Model)	11	0.853	61553	313.1096555070354	4531643	0.47	4122	173	277372	None
GCA_032146175.1	100.0	2.11	Neural Network (Specific Model)	11	0.852	61564	313.0105743811584	4578250	0.47	4161	161	243662	None
GCA_032146395.1	100.0	3.96	Neural Network (Specific Model)	11	0.865	201189	316.3255601280293	4790954	0.47	4374	52	415306	None
GCA_032146965.1	100.0	1.55	Neural Network (Specific Model)	11	0.853	42928	306.9891956782713	4487666	0.47	4165	215	122023	None
GCA_032147165.1	100.0	4.25	Neural Network (Specific Model)	11	0.868	118281	312.4216073781291	4911473	0.47	4554	98	441143	None
GCA_033817055.1	100.0	0.48	Neural Network (Specific Model)	11	0.868	299313	317.62189404594466	4678550	0.47	4266	39	697509	None
GCA_034404555.1	100.0	4.83	Neural Network (Specific Model)	11	0.869	666651	320.3835648148148	4772695	0.47	4320	26	1325759	None
GCA_034405755.1	100.0	4.42	Neural Network (Specific Model)	11	0.87	310154	317.1508687046404	4966835	0.47	4547	43	705333	None
GCA_034426855.1	100.0	3.4	Neural Network (Specific Model)	11	0.868	166832	316.90023094688223	4738295	0.47	4330	71	520074	None
GCA_034670905.1	100.0	2.86	Neural Network (Specific Model)	11	0.868	278133	312.1910604732691	4915696	0.47	4564	64	609360	None
GCA_037892335.1	100.0	5.07	Neural Network (Specific Model)	11	0.867	220059	320.35966981132077	4696374	0.47	4240	48	612001	None
GCA_039684455.1	100.0	5.24	Neural Network (Specific Model)	11	0.868	171793	319.15351277372264	4828566	0.47	4384	83	607809	None
GCA_040362165.1	100.0	2.75	Neural Network (Specific Model)	11	0.867	225460	320.0814745245363	4712712	0.47	4259	55	338537	None
GCA_041314685.1	100.0	0.68	Neural Network (Specific Model)	11	0.865	104695	317.77798334875115	4758520	0.47	4324	95	317499	None
GCA_042715035.1	100.0	1.04	Neural Network (Specific Model)	11	0.869	566935	311.54620390455534	4953536	0.47	4610	41	892013	None
GCA_042827115.1	100.0	0.11	Neural Network (Specific Model)	11	0.865	235886	320.7498218104063	4676566	0.47	4209	42	653603	None
GCA_042920625.1	100.0	5.48	Neural Network (Specific Model)	11	0.867	415355	314.0441739914356	4811745	0.47	4437	45	695679	None
GCA_044013115.1	100.0	0.14	Neural Network (Specific Model)	11	0.867	257108	317.801768264309	4721287	0.47	4298	48	638234	None
GCA_044163985.1	100.0	3.68	Neural Network (Specific Model)	11	0.867	228835	305.5189456342669	5123089	0.47	4856	49	781135	None
GCA_044284105.1	100.0	2.23	Neural Network (Specific Model)	11	0.867	384597	314.82663316582915	4763436	0.47	4378	53	762139	None
GCA_044978605.1	100.0	3.38	Neural Network (Specific Model)	11	0.867	385039	314.31004762984804	4790588	0.47	4409	50	873743	None
GCA_045030835.1	100.0	3.38	Neural Network (Specific Model)	11	0.866	330357	317.8943916779738	4865418	0.47	4422	35	821027	None
GCA_045030935.1	100.0	1.64	Neural Network (Specific Model)	11	0.867	368957	318.26257753273603	4787615	0.47	4353	30	710781	None
GCA_045031355.1	100.0	1.51	Neural Network (Specific Model)	11	0.867	504648	314.2317577869745	4986902	0.47	4591	33	808094	None
GCA_045489475.1	100.0	0.91	Neural Network (Specific Model)	11	0.866	413175	319.26964989566426	4762650	0.47	4313	44	675592	None
GCA_045490755.1	100.0	1.06	Neural Network (Specific Model)	11	0.854	165125	313.7747120921305	4584675	0.47	4168	66	514049	None
