accession	species	niche	geo_loc	host	collection_date	gene	gene_name	scope	type	subtype	amr_class	subclass	method	pct_cov	pct_id	year	region	host_group
GCA_045263065.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2024-10	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2024.0	UK	Human
GCA_045263065.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2024-10	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2024.0	UK	Human
GCA_045263085.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2024-11	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2024.0	UK	Human
GCA_045263085.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2024-11	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2024.0	UK	Human
GCA_045263085.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2024-11	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2024.0	UK	Human
GCA_045263085.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2024-11	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2024.0	UK	Human
GCA_045263125.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2024-11	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2024.0	UK	Human
GCA_045263125.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2024-11	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2024.0	UK	Human
GCA_045263125.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2024-11	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2024.0	UK	Human
GCA_045263125.1	Yersinia enterocolitica	H	United Kingdom: United Kingdom	Homo sapiens	2024-11	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2024.0	UK	Human
GCA_045301475.1	Yersinia enterocolitica	H	USA	missing	2024	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2024.0	USA	Other/Unknown
GCA_045301475.1	Yersinia enterocolitica	H	USA	missing	2024	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2024.0	USA	Other/Unknown
GCA_045301475.1	Yersinia enterocolitica	H	USA	missing	2024	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2024.0	USA	Other/Unknown
GCA_045301475.1	Yersinia enterocolitica	H	USA	missing	2024	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2024.0	USA	Other/Unknown
GCA_045301635.1	Yersinia enterocolitica	H	USA	missing	2024	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2024.0	USA	Other/Unknown
GCA_045301635.1	Yersinia enterocolitica	H	USA	missing	2024	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2024.0	USA	Other/Unknown
GCA_045301635.1	Yersinia enterocolitica	H	USA	missing	2024	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2024.0	USA	Other/Unknown
GCA_045301635.1	Yersinia enterocolitica	H	USA	missing	2024	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2024.0	USA	Other/Unknown
GCA_045315175.1	Yersinia enterocolitica	A	Italy: Sardinia	Sus scrofa domesticus	2021	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	99.66	97.27	2021.0	Europe_Other	Pig
GCA_045315175.1	Yersinia enterocolitica	A	Italy: Sardinia	Sus scrofa domesticus	2021	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	99.66	97.27	2021.0	Europe_Other	Pig
GCA_045315215.1	Yersinia enterocolitica	A	Italy: Sardinia	Sus scrofa domesticus	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	95.92	2023.0	Europe_Other	Pig
GCA_045315215.1	Yersinia enterocolitica	A	Italy: Sardinia	Sus scrofa domesticus	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	95.92	2023.0	Europe_Other	Pig
GCA_045319375.1	Yersinia enterocolitica	H	USA	missing	2024	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2024.0	USA	Other/Unknown
GCA_045319375.1	Yersinia enterocolitica	H	USA	missing	2024	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	97.74	2024.0	USA	Other/Unknown
GCA_045319375.1	Yersinia enterocolitica	H	USA	missing	2024	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2024.0	USA	Other/Unknown
GCA_045319375.1	Yersinia enterocolitica	H	USA	missing	2024	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	97.74	2024.0	USA	Other/Unknown
GCA_045387335.1	Yersinia enterocolitica	H	USA	missing	2024	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2024.0	USA	Other/Unknown
GCA_045387335.1	Yersinia enterocolitica	H	USA	missing	2024	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2024.0	USA	Other/Unknown
GCA_045387335.1	Yersinia enterocolitica	H	USA	missing	2024	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2024.0	USA	Other/Unknown
GCA_045387335.1	Yersinia enterocolitica	H	USA	missing	2024	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	EXACTX	100.0	100.0	2024.0	USA	Other/Unknown
GCA_045394715.1	Yersinia enterocolitica	H	USA	missing	2024	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2024.0	USA	Other/Unknown
GCA_045394715.1	Yersinia enterocolitica	H	USA	missing	2024	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2024.0	USA	Other/Unknown
GCA_045394715.1	Yersinia enterocolitica	H	USA	missing	2024	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2024.0	USA	Other/Unknown
GCA_045394715.1	Yersinia enterocolitica	H	USA	missing	2024	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2024.0	USA	Other/Unknown
GCA_045488735.1	Yersinia enterocolitica	H	USA	missing	2024	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2024.0	USA	Other/Unknown
GCA_045488735.1	Yersinia enterocolitica	H	USA	missing	2024	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2024.0	USA	Other/Unknown
GCA_045488735.1	Yersinia enterocolitica	H	USA	missing	2024	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2024.0	USA	Other/Unknown
GCA_045488735.1	Yersinia enterocolitica	H	USA	missing	2024	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2024.0	USA	Other/Unknown
GCA_045488835.1	Yersinia enterocolitica	H	USA	missing	2024	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2024.0	USA	Other/Unknown
GCA_045488835.1	Yersinia enterocolitica	H	USA	missing	2024	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2024.0	USA	Other/Unknown
GCA_045488835.1	Yersinia enterocolitica	H	USA	missing	2024	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2024.0	USA	Other/Unknown
GCA_045488835.1	Yersinia enterocolitica	H	USA	missing	2024	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2024.0	USA	Other/Unknown
GCA_045488875.1	Yersinia enterocolitica	H	USA	missing	2024	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2024.0	USA	Other/Unknown
GCA_045488875.1	Yersinia enterocolitica	H	USA	missing	2024	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.98	2024.0	USA	Other/Unknown
GCA_045488875.1	Yersinia enterocolitica	H	USA	missing	2024	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.98	2024.0	USA	Other/Unknown
GCA_045488875.1	Yersinia enterocolitica	H	USA	missing	2024	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2024.0	USA	Other/Unknown
GCA_045489445.1	Yersinia enterocolitica	H	USA	missing	2024	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2024.0	USA	Other/Unknown
GCA_045489445.1	Yersinia enterocolitica	H	USA	missing	2024	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2024.0	USA	Other/Unknown
GCA_045489445.1	Yersinia enterocolitica	H	USA	missing	2024	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2024.0	USA	Other/Unknown
GCA_045489445.1	Yersinia enterocolitica	H	USA	missing	2024	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2024.0	USA	Other/Unknown
GCA_045489465.1	Yersinia enterocolitica	H	USA	missing	2024	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2024.0	USA	Other/Unknown
GCA_045489465.1	Yersinia enterocolitica	H	USA	missing	2024	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2024.0	USA	Other/Unknown
GCA_045489465.1	Yersinia enterocolitica	H	USA	missing	2024	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2024.0	USA	Other/Unknown
GCA_045489465.1	Yersinia enterocolitica	H	USA	missing	2024	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2024.0	USA	Other/Unknown
GCA_045489475.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2023.0	USA	Other/Unknown
GCA_045489475.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2023.0	USA	Other/Unknown
GCA_045489475.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2023.0	USA	Other/Unknown
GCA_045489475.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2023.0	USA	Other/Unknown
GCA_045489515.1	Yersinia enterocolitica	H	USA	missing	2024	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2024.0	USA	Other/Unknown
GCA_045489515.1	Yersinia enterocolitica	H	USA	missing	2024	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2024.0	USA	Other/Unknown
GCA_045489515.1	Yersinia enterocolitica	H	USA	missing	2024	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2024.0	USA	Other/Unknown
GCA_045489515.1	Yersinia enterocolitica	H	USA	missing	2024	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2024.0	USA	Other/Unknown
GCA_045489535.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2023.0	USA	Other/Unknown
GCA_045489535.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2023.0	USA	Other/Unknown
GCA_045489535.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.66	2023.0	USA	Other/Unknown
GCA_045489535.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2023.0	USA	Other/Unknown
GCA_045489555.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.98	2023.0	USA	Other/Unknown
GCA_045489555.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2023.0	USA	Other/Unknown
GCA_045489555.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.98	2023.0	USA	Other/Unknown
GCA_045489555.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2023.0	USA	Other/Unknown
GCA_045489575.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2023.0	USA	Other/Unknown
GCA_045489575.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2023.0	USA	Other/Unknown
GCA_045489575.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2023.0	USA	Other/Unknown
GCA_045489575.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2023.0	USA	Other/Unknown
GCA_045489595.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	97.74	2023.0	USA	Other/Unknown
GCA_045489595.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2023.0	USA	Other/Unknown
GCA_045489595.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2023.0	USA	Other/Unknown
GCA_045489595.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	97.74	2023.0	USA	Other/Unknown
GCA_045489605.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2023.0	USA	Other/Unknown
GCA_045489605.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2023.0	USA	Other/Unknown
GCA_045489605.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2023.0	USA	Other/Unknown
GCA_045489605.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2023.0	USA	Other/Unknown
GCA_045489615.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2023.0	USA	Other/Unknown
GCA_045489615.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2023.0	USA	Other/Unknown
GCA_045489615.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2023.0	USA	Other/Unknown
GCA_045489615.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2023.0	USA	Other/Unknown
GCA_045489645.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2023.0	USA	Other/Unknown
GCA_045489645.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2023.0	USA	Other/Unknown
GCA_045489645.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2023.0	USA	Other/Unknown
GCA_045489645.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2023.0	USA	Other/Unknown
GCA_045489675.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2023.0	USA	Other/Unknown
GCA_045489675.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2023.0	USA	Other/Unknown
GCA_045489675.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2023.0	USA	Other/Unknown
GCA_045489675.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2023.0	USA	Other/Unknown
GCA_045489695.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2023.0	USA	Other/Unknown
GCA_045489695.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2023.0	USA	Other/Unknown
GCA_045489695.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2023.0	USA	Other/Unknown
GCA_045489695.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2023.0	USA	Other/Unknown
GCA_045489715.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.98	2023.0	USA	Other/Unknown
GCA_045489715.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2023.0	USA	Other/Unknown
GCA_045489715.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2023.0	USA	Other/Unknown
GCA_045489715.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.98	2023.0	USA	Other/Unknown
GCA_045489735.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2023.0	USA	Other/Unknown
GCA_045489735.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2023.0	USA	Other/Unknown
GCA_045489735.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	EXACTX	100.0	100.0	2023.0	USA	Other/Unknown
GCA_045489735.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2023.0	USA	Other/Unknown
GCA_045489755.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2023.0	USA	Other/Unknown
GCA_045489755.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2023.0	USA	Other/Unknown
GCA_045489755.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2023.0	USA	Other/Unknown
GCA_045489755.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2023.0	USA	Other/Unknown
GCA_045489775.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2023.0	USA	Other/Unknown
GCA_045489775.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2023.0	USA	Other/Unknown
GCA_045489775.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	98.64	2023.0	USA	Other/Unknown
GCA_045489775.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.19	2023.0	USA	Other/Unknown
GCA_045489785.1	Yersinia enterocolitica	H	USA	missing	2023	vat(F)	streptogramin A O-acetyltransferase Vat(F)	core	AMR	AMR	STREPTOGRAMIN	STREPTOGRAMIN	BLASTX	100.0	98.64	2023.0	USA	Other/Unknown
GCA_045489785.1	Yersinia enterocolitica	H	USA	missing	2023	blaA	class A beta-lactamase BlaA	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	BLASTX	100.0	99.32	2023.0	USA	Other/Unknown
